2183.97919293821,0,234131,789353,0,47184,5134012,8.19057510061015,1.22380890562119,1.88822536674023,0.298974425548488,17.5727638582371,12.1679864987667,82.83,57.11,0.28,47.8,41.13,22.91
1640.25139664804,476,20363,872641,0,27854,1603918,9.85639075753144,1.51673578199052,2.34074290728283,0.369964454976303,18.0948402948403,15.160427025446,83.48,56.73,0.27,47.91,39.74,25.68
1680.21413721414,385,32316,799334,0,24936,1487092,9.38042251249799,1.5251857968621,2.36929527495565,0.366804293971924,18.5422857936398,15.4189646831156,84.7,57.89,0.3,48.23,38.28,28.01
56.6666666666667,48,0,103,0,366,4633,0.666666666666667,3.33333333333333,1.33333333333333,0,8,3.33333333333333,30,92.19,66.67,14.29,0,100
525.4375,52,0,8501,0,8428,67350,7.26923076923077,2.74358974358974,2.03846153846154,0.025641025641026,26.0897435897436,14.8717948717949,91.53,87.93,18.32,36.92,0.62,935.9
299.352941176471,198,287,6329,12296,6985,72909,4.34285714285714,1.32352941176471,3.17142857142857,0.323529411764706,33.1666666666667,28.0857142857143,97.94,40,37.33,52.22,1.46,100
671.699115044248,233,132,38844,0,37271,83818,9.83617747440273,2.46206896551724,1.79180887372014,0.248275862068965,24.8427299703264,17.037542662116,62.25,79.69,6.53,48.48,19.14,74.94
555.666666666667,417,128,0,4338,609,17422,0,0,0,0,0,0,100,100,100,100,100,100
484.831168831169,214,0,0,31939,10374,76184,0,0,0,0,0,0,100,100,100,100,100,100
1648.34446764092,25,20372,786321,0,29002,932827,9.84581908610507,1.45001562011871,2.23360273546783,0.354264292408622,17.0341085271318,14.3714640969848,83,35.76,0.27,47.97,41.17,21.42
